"grid","EASTING","NORTHING"
"TF58",555000,385000
"TF60",565000,305000
"TF61",565000,315000
"TF62",565000,325000
"TF63",565000,335000
"TF64",565000,345000
"TF70",575000,305000
"TF71",575000,315000
"TF72",575000,325000
"TF73",575000,335000
"TF74",575000,345000
"TF80",585000,305000
"TF81",585000,315000
"TF82",585000,325000
"TF83",585000,335000
"TF84",585000,345000
"TF90",595000,305000
"TF91",595000,315000
"TF92",595000,325000
"TF93",595000,335000
"TF94",595000,345000
"TG00",605000,305000
"TG01",605000,315000
"TG02",605000,325000
"TG03",605000,335000
"TG04",605000,345000
"TG10",615000,305000
"TG11",615000,315000
"TG12",615000,325000
"TG13",615000,335000
"TG14",615000,345000
"TG20",625000,305000
"TG21",625000,315000
"TG22",625000,325000
"TG23",625000,335000
"TG24",625000,345000
"TG30",635000,305000
"TG31",635000,315000
"TG32",635000,325000
"TG33",635000,335000
"TG40",645000,305000
"TG41",645000,315000
"TG42",645000,325000
"TG50",655000,305000
"TG51",655000,315000
"TL00",505000,205000
"TL01",505000,215000
"TL02",505000,225000
"TL03",505000,235000
"TL04",505000,245000
"TL05",505000,255000
"TL06",505000,265000
"TL07",505000,275000
"TL08",505000,285000
"TL09",505000,295000
"TL10",515000,205000
"TL11",515000,215000
"TL12",515000,225000
"TL13",515000,235000
"TL14",515000,245000
"TL15",515000,255000
"TL16",515000,265000
"TL17",515000,275000
"TL18",515000,285000
"TL19",515000,295000
"TL20",525000,205000
"TL21",525000,215000
"TL22",525000,225000
"TL23",525000,235000
"TL24",525000,245000
"TL25",525000,255000
"TL26",525000,265000
"TL27",525000,275000
"TL28",525000,285000
"TL29",525000,295000
"TL30",535000,205000
"TL31",535000,215000
"TL32",535000,225000
"TL33",535000,235000
"TL34",535000,245000
"TL35",535000,255000
"TL36",535000,265000
"TL37",535000,275000
"TL38",535000,285000
"TL39",535000,295000
"TL40",545000,205000
"TL41",545000,215000
"TL42",545000,225000
"TL43",545000,235000
"TL44",545000,245000
"TL45",545000,255000
"TL46",545000,265000
"TL47",545000,275000
"TL48",545000,285000
"TL49",545000,295000
"TL50",555000,205000
"TL51",555000,215000
"TL52",555000,225000
"TL53",555000,235000
"TL54",555000,245000
"TL55",555000,255000
"TL56",555000,265000
"TL57",555000,275000
"TL58",555000,285000
"TL59",555000,295000
"TL60",565000,205000
"TL61",565000,215000
"TL62",565000,225000
"TL63",565000,235000
"TL64",565000,245000
"TL65",565000,255000
"TL66",565000,265000
"TL67",565000,275000
"TL68",565000,285000
"TL69",565000,295000
"TL70",575000,205000
"TL71",575000,215000
"TL72",575000,225000
"TL73",575000,235000
"TL74",575000,245000
"TL75",575000,255000
"TL76",575000,265000
"TL77",575000,275000
"TL78",575000,285000
"TL79",575000,295000
"TL80",585000,205000
"TL81",585000,215000
"TL82",585000,225000
"TL83",585000,235000
"TL84",585000,245000
"TL85",585000,255000
"TL86",585000,265000
"TL87",585000,275000
"TL88",585000,285000
"TL89",585000,295000
"TL90",595000,205000
"TL91",595000,215000
"TL92",595000,225000
"TL93",595000,235000
"TL94",595000,245000
"TL95",595000,255000
"TL96",595000,265000
"TL97",595000,275000
"TL98",595000,285000
"TL99",595000,295000
"TM00",605000,205000
"TM01",605000,215000
"TM02",605000,225000
"TM03",605000,235000
"TM04",605000,245000
"TM05",605000,255000
"TM06",605000,265000
"TM07",605000,275000
"TM08",605000,285000
"TM09",605000,295000
"TM11",615000,215000
"TM12",615000,225000
"TM13",615000,235000
"TM14",615000,245000
"TM15",615000,255000
"TM16",615000,265000
"TM17",615000,275000
"TM18",615000,285000
"TM19",615000,295000
"TM21",625000,215000
"TM22",625000,225000
"TM23",625000,235000
"TM24",625000,245000
"TM25",625000,255000
"TM26",625000,265000
"TM27",625000,275000
"TM28",625000,285000
"TM29",625000,295000
"TM33",635000,235000
"TM34",635000,245000
"TM35",635000,255000
"TM36",635000,265000
"TM37",635000,275000
"TM38",635000,285000
"TM39",635000,295000
"TM44",645000,245000
"TM45",645000,255000
"TM46",645000,265000
"TM47",645000,275000
"TM48",645000,285000
"TM49",645000,295000
"TM57",655000,275000
"TM58",655000,285000
"TM59",655000,295000
"TQ00",505000,105000
"TQ01",505000,115000
"TQ02",505000,125000
"TQ03",505000,135000
"TQ04",505000,145000
"TQ05",505000,155000
"TQ06",505000,165000
"TQ07",505000,175000
"TQ08",505000,185000
"TQ09",505000,195000
"TQ10",515000,105000
"TQ11",515000,115000
"TQ12",515000,125000
"TQ13",515000,135000
"TQ14",515000,145000
"TQ15",515000,155000
"TQ16",515000,165000
"TQ17",515000,175000
"TQ18",515000,185000
"TQ19",515000,195000
"TQ20",525000,105000
"TQ21",525000,115000
"TQ22",525000,125000
"TQ23",525000,135000
"TQ24",525000,145000
"TQ25",525000,155000
"TQ26",525000,165000
"TQ27",525000,175000
"TQ28",525000,185000
"TQ29",525000,195000
"TQ30",535000,105000
"TQ31",535000,115000
"TQ32",535000,125000
"TQ33",535000,135000
"TQ34",535000,145000
"TQ35",535000,155000
"TQ36",535000,165000
"TQ37",535000,175000
"TQ38",535000,185000
"TQ39",535000,195000
"TQ40",545000,105000
"TQ41",545000,115000
"TQ42",545000,125000
"TQ43",545000,135000
"TQ44",545000,145000
"TQ45",545000,155000
"TQ46",545000,165000
"TQ47",545000,175000
"TQ48",545000,185000
"TQ49",545000,195000
"TQ50",555000,105000
"TQ51",555000,115000
"TQ52",555000,125000
"TQ53",555000,135000
"TQ54",555000,145000
"TQ55",555000,155000
"TQ56",555000,165000
"TQ57",555000,175000
"TQ58",555000,185000
"TQ59",555000,195000
"TQ60",565000,105000
"TQ61",565000,115000
"TQ62",565000,125000
"TQ63",565000,135000
"TQ64",565000,145000
"TQ65",565000,155000
"TQ66",565000,165000
"TQ67",565000,175000
"TQ68",565000,185000
"TQ69",565000,195000
"TQ70",575000,105000
"TQ71",575000,115000
"TQ72",575000,125000
"TQ73",575000,135000
"TQ74",575000,145000
"TQ75",575000,155000
"TQ76",575000,165000
"TQ77",575000,175000
"TQ78",575000,185000
"TQ79",575000,195000
"TQ80",585000,105000
"TQ81",585000,115000
"TQ82",585000,125000
"TQ83",585000,135000
"TQ84",585000,145000
"TQ85",585000,155000
"TQ86",585000,165000
"TQ87",585000,175000
"TQ88",585000,185000
"TQ89",585000,195000
"TQ91",595000,115000
"TQ92",595000,125000
"TQ93",595000,135000
"TQ94",595000,145000
"TQ95",595000,155000
"TQ96",595000,165000
"TQ97",595000,175000
"TQ98",595000,185000
"TQ99",595000,195000
"TR01",605000,115000
"TR02",605000,125000
"TR03",605000,135000
"TR04",605000,145000
"TR05",605000,155000
"TR06",605000,165000
"TR07",605000,175000
"TR09",605000,195000
"TR12",615000,125000
"TR13",615000,135000
"TR14",615000,145000
"TR15",615000,155000
"TR16",615000,165000
"TR23",625000,135000
"TR24",625000,145000
"TR25",625000,155000
"TR26",625000,165000
"TR27",625000,175000
"TR33",635000,135000
"TR34",635000,145000
"TR35",635000,155000
"TR36",635000,165000
"TR37",635000,175000
"TR46",645000,165000
"TR47",645000,175000
"TV49",545000,95000
"TV59",555000,95000
"TV69",565000,95000
"HW63",165000,1035000
"HX51",255000,1015000
"HY35",335000,1055000
"NA64",65000,945000
"NA74",75000,945000
"NA81",85000,915000
"NA90",95000,905000
"NB40",145000,905000
"NF56",55000,865000
"NF61",65000,815000
"NF80",85000,805000
"NF89",85000,895000
"NG13",115000,835000
"NG38",135000,885000
"NG39",135000,895000
"NG66",165000,865000
"NL57",55000,775000
"NL58",55000,785000
"NL68",65000,785000
"NR51",155000,615000
"NS00",205000,605000
"NS22",225000,625000
"NX23",225000,535000
"SM50",155000,205000
"SX14",215000,45000
"TR08",605000,185000
